index	return	risk	AAPL	SPY	TSLA	MDA.TO	BA	LMT
53	0.039099975122462216	0.10704047616690113	0.3009574574742503	0.09350635639311869	0.13289084342228946	0.4726453427103416	1.2969978805230958e-20	7.678181333553771e-21
54	0.03958992005768437	0.10882038109916446	0.30462164390500995	0.07722854275248697	0.13654696298777122	0.4816028503547319	1.4271419518505362e-20	8.448065409223517e-21
55	0.04007986499290653	0.11060371961835022	0.3082858303357693	0.06095072911185596	0.14020308255325284	0.49056035799912184	1.5569099600838195e-20	9.222451435593858e-21
56	0.040569809928128676	0.11239032827863195	0.3119500167665291	0.044672915471224456	0.1438592021187345	0.49951786564351197	1.686400499964108e-20	9.987800072582493e-21
57	0.04105975486335083	0.11418005357355314	0.31561420319728906	0.028395101830592618	0.14751532168421616	0.5084753732879022	1.816695654559507e-20	1.0763009120404118e-20
58	0.04154969979857298	0.11597275121276134	0.31927838962804805	0.012117288189962189	0.15117144124969778	0.517432880932292	1.9466932152475275e-20	1.1533667888978677e-20
59	0.04203964473379514	0.11776853584125133	0.31887116951055705	0.0	0.15453967487023046	0.5265891556192125	0.0	0.0
60	0.04252958966901729	0.11957247974876943	0.3066062148187679	0.0	0.15706945743400402	0.536324327747228	0.0	0.0
61	0.04301953460423944	0.12138627969888358	0.29434126012697875	0.0	0.1595992399977777	0.5460594998752435	0.0	0.0
62	0.0435094795394616	0.12320950041205932	0.2820763054351901	0.0	0.16212902256155118	0.5557946720032587	0.0	0.0
63	0.04399942447468375	0.12504172979941877	0.2698113507434007	0.0	0.1646588051253249	0.5655298441312744	0.0	0.0
64	0.0444893694099059	0.12688257759621843	0.2575463960516119	0.0	0.16718858768909847	0.5752650162592896	0.0	0.0
65	0.04497931434512806	0.12873167407626562	0.2452814413598227	0.0	0.16971837025287215	0.5850001883873052	0.0	0.0
66	0.045469259280350206	0.1305886688433698	0.23301648666803376	0.0	0.17224815281664582	0.5947353605153205	0.0	0.0
67	0.04595920421557236	0.1324532296959069	0.22075153197624484	0.0	0.17477793538041939	0.6044705326433358	0.0	0.0
68	0.04644914915079451	0.13432504156060399	0.2084865772844556	0.0	0.17730771794419295	0.6142057047713515	0.0	0.0
69	0.04693909408601667	0.13620380549172345	0.19622162259266654	0.0	0.17983750050796668	0.6239408768993667	0.0	0.0
70	0.04742903902123882	0.1380892377319262	0.1839566679008776	0.0	0.1823672830717401	0.6336760490273823	0.0	0.0
71	0.04791898395646097	0.13998106883121575	0.17169171320908866	0.0	0.18489706563551378	0.6434112211553975	0.0	0.0
72	0.04840892889168313	0.14187904282050487	0.1594267585172994	0.0	0.18742684819928743	0.6531463932834132	0.0	0.0
73	0.04889887382690528	0.14378291643649352	0.14716180382551025	0.0	0.18995663076306118	0.6628815654114286	0.0	0.0
74	0.04938881876212743	0.14569245839470424	0.13489684913372155	0.0	0.19248641332683458	0.672616737539444	0.0	0.0
75	0.04987876369734959	0.14760744870767714	0.12263189444193236	0.0	0.19501619589060817	0.6823519096674595	0.0	0.0
76	0.05036870863257174	0.14952767804548558	0.1103669397501432	0.0	0.1975459784543819	0.692087081795475	0.0	0.0
77	0.05085865356779389	0.1514529471358916	0.09810198505835419	0.0	0.20007576101815538	0.7018222539234904	0.0	0.0
78	0.05134859850301605	0.15338306620161138	0.0858370303665652	0.0	0.20260554358192917	0.7115574260515056	0.0	0.0
79	0.0518385434382382	0.1553178544323111	0.07357207567477579	0.0	0.2051353261457029	0.7212925981795213	0.0	0.0
80	0.05232848837346035	0.1572571394890966	0.06130712098298721	0.0	0.20766510870947627	0.7310277703075365	0.0	0.0
